"","Age","Vulnerable","Lives_In_Hotspot","Political_association","News_Source","Trust_News","Covid_Knowledge","Trust_Conservatives","Trust_Ford","Mask","Bubble","Follow_Store_Restrictions","Non_essential_outing","Travel_Canada","Travel_World"
"1203","45-54","No","Yes","Green","News_TV","News_Print",2,"No","Yes","Always","Yes","Most of the Time","1-3","No","No"
"1204","25-34","Yes","No","Conservative","News_Print","SM",4,"No","Maybe","Always","Yes","Rarely","1-3","Yes","No"
"1205","65-74","No","Yes","Liberals","Other","News_TV",0,"No","No","Never","Yes","Rarely","1-3","Yes","No"
"1206","18-24","Yes","Yes","Conservative","Internet","Internet",4,"No","No","Always","Yes","Always","4-5","No","No"
"1207","18-24","Yes","Yes","Liberals","Internet","Internet",3,"Yes","Yes","Always","Yes","Rarely","1-3","No","No"
"1208","35-44","No","No","Liberals","Family","News_Print",5,"Yes","No","Rarely","No","Never","7+","Yes","No"
"1209","25-34","No","No","Liberals","News_Print","Internet",5,"No","Yes","Always","Yes","Rarely","1-3","No","No"
"1210","25-34","No","Yes","Liberals","Internet","News_Print",1,"Maybe","Yes","Always","Yes","Rarely","1-3","No","No"
"1211","25-34","Yes","No","NDP","Internet","News_TV",2,"No","Maybe","Always","No","Always","1-3","Yes","No"
"1212","55-64","No","Yes","Liberals","News_Print","News_Print",2,"Yes","Yes","Never","Yes","Never","4-5","No","No"
"1213","35-44","Yes","No","Conservative","News_Print","News_TV",0,"No","Yes","Always","No","Always","1-3","Yes","No"
"1214","35-44","Yes","No","Conservative","News_Print","Family",3,"No","Maybe","Rarely","Yes","Most of the Time","1-3","No","No"
"1215","18-24","No","No","Conservative","Internet","SM",5,"No","No","Always","No","Rarely","4-5","No","No"
"1216","45-54","No","No","NDP","Internet","News_TV",1,"Yes","Yes","Most of the Time","Yes","Rarely","1-3","No","No"
"1217","55-64","Yes","No","Liberals","News_Print","Other",0,"Yes","Yes","Always","Yes","Sometimes","1-3","No","No"
"1218","65-74","No","No","Conservative","News_Print","Family",3,"No","Yes","Sometimes","Yes","Rarely","1-3","No","No"
"1219","55-64","No","Yes","Conservative","SM","News_TV",4,"Yes","Maybe","Sometimes","Yes","Rarely","1-3","Yes","No"
"1220","35-44","Yes","No","NDP","News_Print","Internet",4,"Yes","Maybe","Sometimes","No","Always","1-3","No","No"
"1221","65-74","Yes","No","Conservative","News_TV","News_Print",3,"Yes","No","Most of the Time","Yes","Never","1-3","No","No"
"1222","65-74","No","Yes","Liberals","Internet","Internet",4,"No","No","Most of the Time","No","Most of the Time","1-3","No","No"
"1223","55-64","No","No","Conservative","Family","News_TV",0,"Yes","No","Most of the Time","No","Always","1-3","Yes","No"
"1224","74+","No","Yes","Conservative","News_TV","Internet",5,"No","Yes","Always","Yes","Sometimes","1-3","Yes","No"
"1225","55-64","Yes","No","Conservative","SM","Other",1,"Yes","No","Always","Yes","Rarely","4-5","Yes","No"
"1226","55-64","No","No","Liberals","News_TV","News_Print",1,"Yes","No","Sometimes","Yes","Always","1-3","No","No"
"1227","65-74","Yes","Yes","NDP","SM","News_Print",0,"Yes","No","Never","No","Sometimes","1-3","No","No"
"1228","25-34","No","No","Green","News_Print","News_TV",1,"No","No","Always","Yes","Sometimes","1-3","No","No"
"1229","45-54","No","Yes","Conservative","SM","News_TV",3,"Yes","Yes","Most of the Time","No","Most of the Time","1-3","No","No"
"1230","55-64","Yes","No","Liberals","Internet","News_Print",3,"Yes","No","Most of the Time","Yes","Always","1-3","No","No"
"1231","74+","Yes","No","Conservative","Family","Internet",2,"Yes","No","Rarely","Yes","Always","1-3","No","No"
"1232","18-24","Yes","No","NDP","Family","News_TV",1,"Yes","Maybe","Always","No","Most of the Time","0","Yes","No"
"1233","18-24","No","No","Liberals","Internet","News_TV",1,"No","Yes","Sometimes","Yes","Never","0","No","No"
"1234","65-74","No","Yes","NDP","SM","SM",3,"Yes","No","Rarely","Yes","Always","1-3","Yes","No"
"1235","35-44","No","No","Liberals","Internet","News_Print",1,"Yes","Maybe","Always","Yes","Always","1-3","No","No"
"1236","25-34","No","No","Liberals","News_Print","News_TV",4,"No","Yes","Always","Yes","Most of the Time","1-3","No","No"
"1237","35-44","Yes","No","Conservative","News_Print","Internet",2,"No","Yes","Sometimes","Yes","Sometimes","4-5","No","No"
"1238","45-54","No","No","Conservative","Internet","Internet",4,"No","Yes","Always","Yes","Always","1-3","No","Yes"
"1239","35-44","No","Yes","NDP","News_TV","Other",0,"Maybe","Yes","Most of the Time","No","Always","7+","No","No"
"1240","35-44","No","Yes","Liberals","SM","News_Print",0,"No","Yes","Sometimes","Yes","Rarely","4-5","No","No"
"1241","25-34","No","No","NDP","SM","Internet",2,"No","Yes","Always","Yes","Always","1-3","Yes","No"
"1242","25-34","No","No","Conservative","Internet","SM",4,"No","Maybe","Always","Yes","Most of the Time","4-5","No","No"
"1243","35-44","No","No","Green","Family","Internet",4,"No","Yes","Rarely","Yes","Always","4-5","No","Yes"
"1244","25-34","Yes","No","Conservative","News_Print","News_TV",2,"Yes","Yes","Most of the Time","Yes","Always","4-5","No","No"
"1245","25-34","No","No","Liberals","News_Print","News_TV",2,"No","Yes","Sometimes","Yes","Never","4-5","No","No"
"1246","55-64","No","No","NDP","News_TV","Family",0,"Yes","Yes","Never","Yes","Always","0","Yes","No"
"1247","18-24","No","Yes","Liberals","Internet","News_Print",2,"No","Yes","Most of the Time","Yes","Sometimes","4-5","No","No"
"1248","35-44","No","No","Liberals","Internet","News_Print",3,"Maybe","No","Never","Yes","Always","4-5","No","No"
"1249","74+","Yes","No","Liberals","Family","Family",5,"Maybe","No","Most of the Time","No","Always","4-5","Yes","No"
"1250","18-24","No","Yes","Liberals","News_Print","Internet",3,"Maybe","Yes","Sometimes","Yes","Never","4-5","No","No"
"1251","25-34","Yes","No","Conservative","News_Print","SM",4,"Yes","Maybe","Most of the Time","No","Most of the Time","1-3","Yes","No"
"1252","25-34","Yes","No","Liberals","Other","News_TV",1,"Yes","No","Always","Yes","Sometimes","1-3","No","No"
"1253","65-74","No","No","Liberals","Internet","Family",4,"Yes","No","Sometimes","Yes","Sometimes","4-5","No","No"
"1254","55-64","Yes","Yes","Green","News_Print","Family",3,"Yes","Maybe","Most of the Time","Yes","Rarely","4-5","No","No"
"1255","45-54","No","Yes","NDP","SM","SM",1,"Yes","Maybe","Always","Yes","Always","1-3","No","No"
"1256","55-64","Yes","Yes","Conservative","SM","News_TV",5,"Maybe","Yes","Always","Yes","Most of the Time","1-3","Yes","No"
"1257","45-54","Yes","No","NDP","Other","News_Print",4,"Yes","No","Rarely","Yes","Always","1-3","No","No"
"1258","55-64","Yes","No","Green","SM","News_Print",4,"Yes","Yes","Always","Yes","Rarely","7+","Yes","No"
"1259","35-44","No","No","NDP","News_Print","News_Print",2,"Yes","Yes","Always","Yes","Always","1-3","No","No"
"1260","25-34","Yes","Yes","NDP","Other","Internet",1,"Yes","Maybe","Always","Yes","Rarely","1-3","No","No"
"1261","65-74","No","Yes","Green","News_Print","News_TV",2,"Yes","Yes","Always","No","Always","1-3","No","No"
"1262","55-64","No","No","NDP","News_Print","Internet",5,"No","Yes","Sometimes","Yes","Sometimes","4-5","Yes","No"
"1263","65-74","Yes","No","Conservative","SM","Internet",4,"Yes","Yes","Never","Yes","Rarely","4-5","Yes","No"
"1264","35-44","No","Yes","Liberals","Internet","Family",3,"Yes","Yes","Rarely","Yes","Always","4-5","No","No"
"1265","35-44","No","Yes","Liberals","Internet","Family",0,"Yes","No","Most of the Time","Yes","Sometimes","1-3","No","No"
"1266","55-64","Yes","No","NDP","News_TV","News_Print",4,"No","Yes","Always","Yes","Rarely","4-5","No","No"
"1267","55-64","Yes","Yes","Green","News_TV","Internet",1,"Yes","Yes","Most of the Time","Yes","Sometimes","1-3","No","No"
"1268","55-64","No","Yes","Conservative","Family","SM",3,"Yes","No","Always","No","Always","1-3","No","No"
"1269","25-34","No","No","Liberals","Other","News_TV",3,"Yes","Yes","Never","Yes","Always","1-3","Yes","No"
"1270","45-54","No","Yes","Conservative","News_Print","Family",1,"Yes","No","Most of the Time","Yes","Rarely","0","Yes","No"
"1271","35-44","No","No","Conservative","Internet","Other",4,"Yes","Yes","Always","Yes","Most of the Time","1-3","No","No"
"1272","74+","No","Yes","NDP","SM","Internet",4,"Yes","Yes","Most of the Time","Yes","Always","1-3","No","No"
"1273","35-44","No","No","Green","News_Print","Internet",1,"No","No","Rarely","Yes","Always","1-3","Yes","No"
"1274","55-64","No","Yes","Conservative","Internet","News_Print",4,"Yes","No","Rarely","Yes","Rarely","0","No","No"
"1275","55-64","No","No","Green","SM","Internet",2,"Yes","No","Most of the Time","Yes","Rarely","4-5","No","No"
"1276","45-54","Yes","No","Green","SM","News_TV",3,"Maybe","No","Sometimes","Yes","Most of the Time","4-5","No","No"
"1277","55-64","No","No","Liberals","Internet","News_Print",3,"Yes","Yes","Never","Yes","Most of the Time","1-3","No","No"
"1278","55-64","No","Yes","NDP","News_Print","News_TV",5,"Yes","No","Sometimes","No","Always","1-3","No","No"
"1279","35-44","No","Yes","Green","News_Print","News_TV",3,"Yes","Yes","Always","Yes","Always","1-3","No","No"
"1280","35-44","Yes","Yes","Green","News_Print","News_TV",4,"Yes","No","Most of the Time","No","Most of the Time","4-5","No","No"
"1281","35-44","No","Yes","Liberals","News_Print","Internet",2,"Yes","No","Most of the Time","Yes","Always","1-3","Yes","No"
"1282","35-44","Yes","No","NDP","Internet","News_Print",3,"No","Yes","Always","Yes","Most of the Time","4-5","No","No"
"1283","45-54","Yes","Yes","Conservative","News_Print","Other",2,"Yes","Yes","Always","Yes","Rarely","7+","Yes","No"
"1284","45-54","No","Yes","Conservative","Internet","SM",0,"Yes","No","Rarely","Yes","Sometimes","7+","Yes","No"
"1285","55-64","No","No","NDP","SM","News_Print",1,"No","No","Never","Yes","Always","1-3","Yes","No"
"1286","18-24","No","Yes","NDP","Internet","News_TV",3,"Yes","No","Always","Yes","Most of the Time","1-3","No","No"
"1287","45-54","Yes","Yes","NDP","News_Print","News_Print",0,"No","Maybe","Most of the Time","No","Sometimes","1-3","No","No"
"1288","35-44","No","No","Liberals","News_TV","SM",4,"No","Maybe","Sometimes","Yes","Most of the Time","1-3","Yes","No"
"1289","55-64","No","Yes","NDP","Internet","Internet",4,"Yes","Maybe","Sometimes","No","Never","4-5","No","No"
"1290","35-44","No","Yes","Liberals","Internet","News_Print",1,"Yes","Yes","Always","Yes","Sometimes","7+","No","No"
"1291","45-54","Yes","Yes","Liberals","Family","News_Print",1,"Yes","Yes","Most of the Time","Yes","Rarely","1-3","Yes","No"
"1292","45-54","No","Yes","Conservative","News_TV","SM",2,"Yes","No","Rarely","Yes","Sometimes","1-3","No","No"
"1293","25-34","Yes","Yes","Liberals","News_Print","News_TV",1,"Yes","Yes","Most of the Time","No","Never","7+","No","No"
"1294","18-24","No","Yes","Green","News_Print","News_Print",3,"Yes","No","Most of the Time","No","Always","1-3","No","No"
"1295","35-44","No","No","Conservative","Internet","News_TV",2,"Yes","No","Rarely","No","Always","7+","No","No"
"1296","65-74","Yes","Yes","Conservative","SM","News_Print",5,"No","Yes","Always","No","Always","4-5","Yes","No"
"1297","35-44","No","No","Liberals","Family","Internet",2,"No","Yes","Most of the Time","Yes","Most of the Time","4-5","Yes","No"
"1298","45-54","No","No","Liberals","Internet","News_Print",1,"No","No","Most of the Time","Yes","Sometimes","1-3","Yes","No"
"1299","25-34","No","No","Conservative","News_TV","News_Print",1,"Yes","Maybe","Always","No","Most of the Time","4-5","No","No"
"1300","25-34","No","No","Liberals","News_Print","News_Print",4,"Yes","Yes","Rarely","No","Always","1-3","No","No"
"1301","55-64","No","Yes","Conservative","News_TV","News_Print",4,"Yes","Yes","Rarely","Yes","Most of the Time","0","Yes","No"
"1302","65-74","No","No","Liberals","Other","Internet",4,"No","Yes","Sometimes","Yes","Most of the Time","4-5","No","No"
"1303","55-64","No","Yes","Liberals","News_Print","News_TV",3,"Yes","Yes","Most of the Time","No","Never","4-5","No","No"
"1304","35-44","Yes","Yes","Liberals","News_TV","Internet",4,"Yes","Yes","Rarely","Yes","Most of the Time","1-3","No","No"
"1305","25-34","No","No","Liberals","News_TV","News_Print",2,"Yes","Yes","Most of the Time","Yes","Most of the Time","4-5","Yes","Yes"
"1306","35-44","No","No","NDP","SM","News_TV",1,"No","No","Sometimes","Yes","Always","0","No","No"
"1307","74+","No","Yes","Liberals","Internet","News_Print",3,"No","No","Never","No","Always","4-5","Yes","No"
"1308","45-54","No","No","Conservative","Internet","Family",4,"No","Yes","Never","Yes","Sometimes","4-5","No","No"
"1309","55-64","Yes","No","Conservative","Family","News_TV",2,"Maybe","Yes","Most of the Time","No","Rarely","4-5","Yes","No"
"1310","25-34","No","No","Conservative","News_TV","News_Print",1,"No","Yes","Most of the Time","Yes","Always","0","No","No"
"1311","55-64","No","No","Conservative","Other","Other",1,"Yes","Yes","Most of the Time","Yes","Most of the Time","1-3","No","No"
"1312","25-34","No","No","Conservative","News_Print","News_TV",3,"Yes","No","Sometimes","Yes","Sometimes","1-3","No","No"
"1313","18-24","No","No","Conservative","SM","News_TV",5,"No","No","Most of the Time","No","Rarely","4-5","No","No"
"1314","55-64","No","Yes","Green","Internet","Internet",4,"No","No","Sometimes","Yes","Always","0","No","No"
"1315","65-74","No","Yes","NDP","Internet","News_TV",5,"Yes","No","Most of the Time","Yes","Never","4-5","No","No"
"1316","55-64","No","Yes","None or Other","Family","Internet",4,"Yes","No","Most of the Time","No","Always","0","No","No"
"1317","18-24","No","No","Liberals","News_TV","News_Print",4,"Yes","Yes","Sometimes","No","Always","4-5","Yes","No"
"1318","55-64","No","Yes","Green","News_TV","News_Print",0,"No","No","Most of the Time","No","Rarely","1-3","No","No"
"1319","25-34","No","No","Green","Family","News_Print",2,"Yes","Yes","Most of the Time","Yes","Never","1-3","No","No"
"1320","25-34","Yes","Yes","Conservative","SM","News_Print",1,"Yes","No","Sometimes","Yes","Most of the Time","0","No","No"
"1321","35-44","No","No","Green","Other","News_TV",3,"Yes","Yes","Always","Yes","Rarely","0","No","No"
"1322","55-64","Yes","Yes","NDP","Internet","Family",2,"No","No","Most of the Time","Yes","Rarely","1-3","Yes","No"
"1323","45-54","Yes","No","Liberals","Other","News_Print",3,"No","Yes","Always","Yes","Most of the Time","1-3","No","No"
"1324","25-34","No","No","Liberals","SM","Family",0,"Yes","Yes","Always","Yes","Most of the Time","1-3","Yes","No"
"1325","55-64","No","Yes","Liberals","Family","SM",1,"No","Maybe","Always","No","Most of the Time","1-3","Yes","No"
"1326","25-34","No","No","Conservative","SM","News_Print",1,"No","No","Most of the Time","Yes","Rarely","1-3","Yes","No"
"1327","45-54","No","Yes","NDP","Internet","Internet",0,"Yes","Yes","Rarely","No","Always","1-3","Yes","No"
"1328","55-64","Yes","Yes","Conservative","News_TV","News_TV",2,"No","Yes","Always","Yes","Rarely","4-5","Yes","No"
"1329","25-34","No","No","Liberals","News_Print","Internet",0,"No","No","Sometimes","Yes","Sometimes","7+","No","No"
"1330","35-44","No","No","NDP","Other","Internet",3,"No","Yes","Always","Yes","Always","0","No","No"
"1331","55-64","No","No","NDP","SM","Internet",2,"Yes","No","Always","Yes","Never","1-3","Yes","No"
"1332","65-74","No","No","Liberals","News_TV","News_TV",3,"Yes","Yes","Sometimes","Yes","Sometimes","7+","No","No"
"1333","18-24","No","Yes","NDP","Internet","Other",5,"Yes","Yes","Never","No","Most of the Time","4-5","Yes","No"
"1334","45-54","No","No","NDP","News_TV","News_TV",1,"Yes","Yes","Most of the Time","Yes","Always","1-3","No","No"
"1335","35-44","Yes","No","NDP","Family","News_TV",0,"Yes","Yes","Most of the Time","Yes","Rarely","1-3","No","No"
"1336","45-54","No","No","NDP","SM","Family",4,"Yes","Maybe","Always","No","Rarely","1-3","No","No"
"1337","45-54","Yes","Yes","Liberals","News_TV","Internet",3,"No","Yes","Always","Yes","Sometimes","4-5","No","No"
"1338","65-74","Yes","No","Conservative","SM","News_Print",0,"Yes","No","Always","Yes","Never","4-5","No","No"
"1339","18-24","No","No","Liberals","News_TV","News_Print",1,"Yes","Yes","Always","Yes","Most of the Time","1-3","No","No"
"1340","45-54","Yes","No","Liberals","News_Print","Other",3,"No","No","Always","Yes","Always","1-3","Yes","No"
"1341","55-64","No","No","NDP","Internet","News_Print",3,"Maybe","No","Always","No","Most of the Time","1-3","Yes","No"
"1342","45-54","No","Yes","NDP","News_TV","Internet",2,"Yes","Maybe","Most of the Time","Yes","Always","0","No","No"
"1343","65-74","No","No","Conservative","Family","News_TV",3,"Yes","No","Always","Yes","Always","7+","No","No"
"1344","35-44","No","No","Liberals","Internet","News_TV",2,"Yes","Maybe","Rarely","Yes","Most of the Time","1-3","Yes","No"
"1345","35-44","No","Yes","Liberals","News_TV","Family",5,"No","Yes","Never","Yes","Rarely","1-3","No","No"
"1346","18-24","No","No","NDP","SM","News_TV",1,"Maybe","Yes","Most of the Time","Yes","Rarely","1-3","Yes","No"
"1347","45-54","No","Yes","Liberals","News_TV","News_Print",1,"Yes","Yes","Most of the Time","Yes","Always","4-5","No","No"
"1348","55-64","No","No","Liberals","Internet","News_TV",3,"No","Maybe","Most of the Time","No","Always","4-5","Yes","Yes"
"1349","18-24","No","No","NDP","SM","SM",2,"No","No","Rarely","Yes","Always","0","No","No"
"1350","35-44","Yes","No","None or Other","News_Print","Family",1,"No","No","Sometimes","Yes","Always","0","No","No"
"1351","35-44","No","No","Liberals","Family","SM",0,"Yes","Yes","Most of the Time","Yes","Most of the Time","1-3","Yes","No"
"1352","65-74","No","No","NDP","News_TV","Other",2,"Yes","No","Sometimes","No","Sometimes","1-3","No","No"
"1353","35-44","No","Yes","NDP","Family","News_TV",1,"Yes","No","Rarely","No","Sometimes","1-3","No","No"
"1354","65-74","No","No","Liberals","Family","News_Print",0,"No","Yes","Always","Yes","Never","1-3","No","No"
"1355","25-34","Yes","Yes","Liberals","Internet","News_Print",3,"Yes","Maybe","Most of the Time","Yes","Sometimes","4-5","No","No"
"1356","55-64","No","No","Liberals","News_TV","News_TV",5,"Yes","No","Most of the Time","Yes","Most of the Time","4-5","No","No"
"1357","35-44","No","No","NDP","Internet","News_TV",2,"Yes","Yes","Always","Yes","Always","1-3","No","No"
"1358","25-34","No","Yes","Conservative","SM","News_TV",3,"Yes","Yes","Never","Yes","Always","1-3","No","No"
"1359","45-54","No","Yes","Green","Other","Internet",2,"Maybe","Yes","Sometimes","Yes","Always","4-5","Yes","Yes"
"1360","25-34","Yes","No","Green","News_Print","Other",1,"Yes","No","Most of the Time","Yes","Rarely","1-3","No","No"
"1361","35-44","Yes","Yes","Liberals","Internet","Internet",0,"No","No","Always","Yes","Always","1-3","No","No"
"1362","18-24","No","Yes","Liberals","News_TV","News_Print",1,"No","Yes","Most of the Time","No","Most of the Time","4-5","Yes","No"
"1363","65-74","No","Yes","Liberals","News_TV","News_TV",5,"No","No","Rarely","Yes","Rarely","4-5","No","No"
"1364","45-54","No","Yes","Conservative","News_Print","Family",2,"No","Maybe","Always","Yes","Always","1-3","No","No"
"1365","35-44","Yes","No","Conservative","Internet","News_TV",0,"No","Yes","Rarely","Yes","Always","1-3","No","No"
"1366","35-44","No","Yes","Green","Family","News_TV",3,"Yes","Maybe","Always","No","Sometimes","1-3","No","No"
"1367","25-34","No","No","NDP","News_TV","Internet",1,"Yes","Yes","Always","Yes","Rarely","4-5","No","Yes"
"1368","18-24","No","No","Conservative","Internet","Family",1,"Yes","Yes","Sometimes","Yes","Always","4-5","Yes","No"
"1369","35-44","Yes","Yes","Conservative","Family","Internet",1,"No","No","Always","Yes","Sometimes","4-5","No","No"
"1370","18-24","Yes","No","Liberals","News_TV","Family",0,"Yes","No","Sometimes","Yes","Rarely","4-5","No","No"
"1371","55-64","No","No","NDP","Other","Internet",3,"No","No","Always","Yes","Always","1-3","No","No"
"1372","18-24","No","No","Liberals","Internet","Internet",4,"Maybe","No","Always","Yes","Rarely","4-5","Yes","No"
"1373","35-44","Yes","No","Liberals","SM","Family",4,"Yes","Maybe","Always","No","Most of the Time","1-3","No","No"
"1374","65-74","Yes","Yes","Conservative","SM","News_Print",3,"Yes","No","Most of the Time","Yes","Always","4-5","No","No"
"1375","55-64","No","No","Conservative","News_TV","News_TV",5,"No","Maybe","Rarely","Yes","Most of the Time","0","No","No"
"1376","45-54","Yes","Yes","Liberals","SM","News_Print",1,"Yes","Maybe","Most of the Time","Yes","Most of the Time","1-3","No","No"
"1377","45-54","No","No","NDP","Family","News_TV",1,"No","No","Rarely","No","Always","4-5","No","No"
"1378","18-24","Yes","Yes","NDP","Internet","SM",0,"Yes","No","Sometimes","Yes","Sometimes","4-5","Yes","No"
"1379","25-34","Yes","No","NDP","Family","News_TV",1,"No","No","Rarely","Yes","Most of the Time","1-3","No","No"
"1380","45-54","No","No","Liberals","News_TV","SM",1,"Yes","No","Sometimes","No","Always","1-3","No","No"
"1381","18-24","No","Yes","NDP","News_TV","News_TV",2,"Yes","No","Always","Yes","Always","4-5","No","No"
"1382","18-24","No","No","Liberals","Other","Other",4,"Maybe","Yes","Always","Yes","Rarely","1-3","No","No"
"1383","18-24","No","No","Liberals","Internet","SM",4,"Yes","Yes","Most of the Time","Yes","Always","1-3","No","No"
"1384","74+","Yes","No","Conservative","News_Print","News_Print",1,"Yes","Yes","Always","Yes","Never","1-3","Yes","No"
"1385","35-44","No","Yes","Liberals","SM","News_TV",0,"Yes","No","Always","Yes","Never","4-5","No","No"
"1386","18-24","No","No","Liberals","News_Print","News_Print",5,"Yes","Yes","Rarely","No","Sometimes","1-3","No","No"
"1387","45-54","No","No","Green","SM","Family",1,"Maybe","Yes","Most of the Time","Yes","Rarely","1-3","No","No"
"1388","74+","Yes","Yes","None or Other","SM","News_TV",5,"Yes","Yes","Always","No","Always","1-3","No","No"
"1389","55-64","Yes","No","Liberals","Internet","News_TV",5,"Yes","Yes","Most of the Time","No","Sometimes","4-5","No","No"
"1390","25-34","No","Yes","NDP","Internet","Family",4,"Yes","Yes","Always","Yes","Rarely","4-5","No","No"
"1391","55-64","Yes","Yes","Liberals","Family","News_Print",3,"No","Yes","Always","Yes","Most of the Time","4-5","No","No"
"1392","65-74","Yes","No","Conservative","News_TV","News_Print",5,"Yes","Yes","Rarely","Yes","Sometimes","1-3","No","No"
"1393","18-24","No","Yes","Conservative","News_TV","News_Print",5,"No","Maybe","Always","No","Never","0","No","No"
"1394","74+","Yes","Yes","Conservative","News_TV","Internet",3,"No","Yes","Sometimes","Yes","Rarely","1-3","Yes","No"
"1395","55-64","No","No","NDP","News_TV","Other",0,"Yes","Yes","Always","Yes","Always","0","No","No"
"1396","55-64","Yes","Yes","Green","News_Print","Family",3,"Yes","No","Most of the Time","No","Most of the Time","4-5","No","No"
"1397","35-44","No","No","Liberals","Internet","Internet",0,"Maybe","Yes","Sometimes","Yes","Always","4-5","Yes","No"
"1398","55-64","Yes","Yes","Liberals","Other","News_TV",3,"Maybe","Yes","Always","Yes","Sometimes","4-5","Yes","No"
"1399","74+","Yes","Yes","None or Other","News_Print","Internet",0,"Maybe","Yes","Most of the Time","No","Sometimes","4-5","No","No"
"1400","25-34","Yes","Yes","Liberals","News_TV","News_TV",0,"Yes","Maybe","Most of the Time","Yes","Most of the Time","4-5","Yes","No"
"1401","35-44","No","Yes","Conservative","Internet","Other",2,"Yes","Yes","Always","Yes","Rarely","4-5","No","No"
"1402","35-44","No","Yes","Liberals","News_TV","SM",2,"Yes","Yes","Rarely","No","Most of the Time","1-3","Yes","No"
"1403","45-54","No","No","Green","News_TV","News_TV",1,"Yes","Yes","Always","Yes","Most of the Time","1-3","Yes","No"
"1404","45-54","No","No","NDP","News_TV","Other",3,"No","No","Always","No","Sometimes","4-5","Yes","No"
"1405","25-34","No","No","Green","News_TV","News_TV",1,"Yes","No","Always","No","Always","4-5","No","No"
"1406","18-24","No","No","Liberals","News_Print","Internet",1,"No","Maybe","Sometimes","Yes","Always","1-3","No","No"
"1407","55-64","Yes","No","NDP","SM","News_Print",4,"Yes","Maybe","Rarely","Yes","Always","4-5","Yes","No"
"1408","65-74","No","No","NDP","Family","News_Print",2,"No","Maybe","Most of the Time","Yes","Always","4-5","No","No"
"1409","65-74","No","No","Conservative","News_TV","News_Print",2,"Yes","No","Always","No","Sometimes","4-5","Yes","No"
"1410","45-54","No","No","Liberals","Internet","Internet",0,"No","No","Sometimes","Yes","Always","1-3","No","No"
"1411","25-34","Yes","No","Conservative","Other","Other",2,"Yes","Yes","Always","Yes","Rarely","1-3","No","No"
"1412","55-64","Yes","Yes","Liberals","SM","News_TV",3,"Yes","No","Always","Yes","Sometimes","1-3","No","No"
"1413","25-34","Yes","No","Liberals","News_TV","Internet",2,"No","Yes","Never","Yes","Sometimes","4-5","No","No"
"1414","45-54","No","No","Green","News_TV","News_TV",4,"Yes","Yes","Most of the Time","Yes","Most of the Time","4-5","Yes","No"
"1415","18-24","No","No","Liberals","Family","News_Print",3,"Yes","Yes","Always","Yes","Most of the Time","0","No","No"
"1416","55-64","Yes","No","Liberals","SM","Internet",0,"No","Yes","Sometimes","Yes","Most of the Time","1-3","No","No"
"1417","18-24","No","No","Conservative","Family","News_TV",5,"Yes","No","Most of the Time","Yes","Rarely","1-3","No","No"
"1418","55-64","Yes","No","Conservative","Internet","News_TV",3,"Yes","Yes","Most of the Time","Yes","Rarely","4-5","No","No"
"1419","35-44","No","No","NDP","Internet","News_Print",5,"No","Yes","Most of the Time","Yes","Rarely","7+","No","No"
"1420","25-34","No","No","Conservative","SM","News_Print",2,"No","No","Sometimes","Yes","Most of the Time","4-5","Yes","No"
"1421","55-64","No","Yes","Liberals","Family","News_Print",4,"No","Yes","Always","Yes","Always","4-5","Yes","Yes"
"1422","45-54","Yes","No","Green","Internet","News_TV",1,"Yes","Yes","Always","No","Most of the Time","1-3","Yes","No"
"1423","25-34","Yes","No","Conservative","News_Print","News_TV",3,"Yes","No","Always","Yes","Most of the Time","1-3","No","No"
"1424","35-44","No","Yes","NDP","Internet","News_TV",0,"No","No","Most of the Time","No","Most of the Time","1-3","No","No"
"1425","25-34","Yes","No","Liberals","Family","News_Print",1,"Yes","No","Always","Yes","Always","4-5","Yes","No"
"1426","55-64","Yes","Yes","Conservative","News_TV","Internet",3,"Yes","Yes","Never","Yes","Never","1-3","No","No"
"1427","65-74","No","No","Conservative","News_Print","News_TV",1,"Maybe","No","Always","Yes","Most of the Time","4-5","Yes","No"
"1428","55-64","Yes","Yes","Conservative","Internet","Other",4,"Yes","Maybe","Most of the Time","No","Always","4-5","No","Yes"
"1429","35-44","Yes","No","NDP","News_Print","Internet",2,"No","Yes","Always","Yes","Never","1-3","No","No"
"1430","45-54","No","No","NDP","News_Print","Internet",2,"No","No","Always","Yes","Rarely","0","No","Yes"
"1431","45-54","No","No","Green","News_Print","News_TV",2,"Yes","Yes","Always","Yes","Always","1-3","Yes","No"
"1432","18-24","No","Yes","Conservative","Other","Other",5,"Yes","No","Sometimes","Yes","Most of the Time","1-3","Yes","No"
"1433","35-44","Yes","No","Conservative","News_TV","Family",4,"No","No","Always","Yes","Always","4-5","No","No"
"1434","55-64","No","Yes","Liberals","News_TV","News_Print",3,"Yes","No","Never","Yes","Sometimes","4-5","No","No"
"1435","55-64","No","No","NDP","Other","News_Print",3,"Yes","Yes","Always","Yes","Always","7+","No","Yes"
"1436","18-24","Yes","No","Liberals","SM","News_Print",2,"Yes","Yes","Never","Yes","Most of the Time","0","Yes","No"
"1437","25-34","Yes","Yes","Liberals","News_Print","Internet",4,"Maybe","Yes","Always","No","Rarely","0","Yes","No"
"1438","18-24","Yes","Yes","Conservative","News_TV","SM",5,"No","Maybe","Never","Yes","Always","1-3","No","No"
